cuenta_normalizada,company,industria,tier_cuenta,servicio_normalizado,service_name,familia,subfamilia,pilar,modalidad,ticket_tipo,activo,grupo_sustitucion,regla_grupo,descripcion_regla,nivel,rol_en_grupo,etiqueta_rol,oportunidad_neta,cubierto_por,nivel_base,motivo_grupo,cobertura,etiqueta_cobertura,tipo_oportunidad,score,score_neto,prioridad,ranking_en_cuenta,valor_potencial_eur,valor_referencia_eur,valor_anual_eur,fuente_valor,modalidad_valor,c_demanda,c_afinidad,c_valor,c_momentum,c_adyacencia,score_base,factor_estado,factor_recencia,penetracion_pct,win_rate,momentum_pct,adopcion_industria_pct,cuentas_industria_ejecutan,cuentas_industria,basket_confianza_ejecutado,basket_lift_ejecutado,anclaje,n_pitches,n_perdidos,ultima_derrota,dias_desde_derrota,reactivable,ultimo_movimiento,motivo,accion_sugerida
GAES,GAES,Salud,Emergente,DCO Basic,DCO Basic,Tech Consulting,Dynamic Conversion Optimization,CSA - Tech,Proyecto,Bajo,True,DCO,ESCALABLE,"Dynamic Conversion Optimization Basic / Intermediate / Advanced: es una escalera de sofisticacion, no tres productos.",1,REPRESENTANTE,Variante elegida del grupo,True,,,Variante elegida entre 3 del grupo DCO: con una basta.,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,46.0,1818.0,1818.181818181818,1818.181818181818,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Elegir la variante con el cliente antes de cotizar
GAES,GAES,Salud,Emergente,Data Clean Rooms,Data Clean Rooms (AdsDataHub),Tech Consulting,Data Clean Rooms,CSA - Tech,Proyecto,Alto,True,solo:Data Clean Rooms (AdsDataHub),ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,47.0,8909.0,8909.090909090908,8909.090909090908,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
GAES,GAES,Salud,Emergente,FTE Cliente directo,FTE Cliente directo,Tech Consulting,FTE,CSA - Tech,Recurrente,A cotizar,True,solo:FTE Cliente directo,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,48.0,7136.0,7135.8125,7135.8125,Mediana portafolio,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
GAES,GAES,Salud,Emergente,Full Value Web & App,Full Value of Web And App,Tech Consulting,App Measurement,CSA - Tech,Proyecto,Bajo,True,solo:Full Value of Web And App,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,49.0,1273.0,1272.7272727272725,1272.7272727272725,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Usar como abrepuertas de bajo ticket
GAES,GAES,Salud,Emergente,Future Customer Values,Future Customer Values,Tech Consulting,Predictive Models,CSA - Tech,Proyecto,Bajo,True,solo:Future Customer Values,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,50.0,2091.0,2090.9090909090905,2090.9090909090905,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Usar como abrepuertas de bajo ticket
GAES,GAES,Salud,Emergente,Google Consent Mode,Google Consent Mode (must include a CPM),Tech Consulting,Google Consent Mode,CSA - Tech,Proyecto,Medio,True,solo:Google Consent Mode (must include a CPM),ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,51.0,3455.0,3454.545454545454,3454.545454545454,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
GAES,GAES,Salud,Emergente,LTV Prediction,LTV Prediction,Tech Consulting,Predictive Modeling,CSA - Tech,Proyecto,Medio,True,solo:LTV Prediction,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,52.0,3455.0,3454.545454545454,3454.545454545454,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
GAES,GAES,Salud,Emergente,META Campaign upload auto.,META Campaign upload automation,Tech Consulting,Campaign Automation,CSA - Tech,Proyecto,Alto,True,solo:META Campaign upload automation,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,53.0,6727.0,6727.272727272727,6727.272727272727,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
GAES,GAES,Salud,Emergente,OO Conv Offline BBDD,OO: Conv Offline BBDD,Tech Consulting,Omnichannel Optimization,CSA - Tech,Proyecto,Alto,True,Conversiones Offline Google,EXCLUSIVO,Subir conversiones offline desde CRM o desde BBDD es la misma integracion por dos fuentes.,1,REPRESENTANTE,Variante elegida del grupo,True,,,Variante elegida entre 2 del grupo Conversiones Offline Google: con una basta.,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,54.0,13364.0,13363.636363636362,13363.636363636362,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Elegir la variante con el cliente antes de cotizar
GAES,GAES,Salud,Emergente,Predictive Leads Value,Advanced Predictive Leads Value,Tech Consulting,Predictive Models,CSA - Tech,Proyecto,Bajo,True,solo:Advanced Predictive Leads Value,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,55.0,3273.0,3272.7272727272725,3272.7272727272725,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Usar como abrepuertas de bajo ticket
GAES,GAES,Salud,Emergente,Product Reco Engine,Product Recommendation Engine,Tech Consulting,Predictive Modeling,CSA - Tech,Proyecto,Medio,True,solo:Product Recommendation Engine,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,56.0,3455.0,3454.545454545454,3454.545454545454,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
GAES,GAES,Salud,Emergente,Purchase Prediction,Purchase Prediction,Tech Consulting,Predictive Modeling,CSA - Tech,Proyecto,Medio,True,solo:Purchase Prediction,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,57.0,3455.0,3454.545454545454,3454.545454545454,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
GAES,GAES,Salud,Emergente,Retail Discovery AI,Retail Discovery AI,Tech Consulting,AI Recomendations,CSA - Tech,Proyecto,Medio,True,solo:Retail Discovery AI,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,58.0,5273.0,5272.727272727272,5272.727272727272,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
GAES,GAES,Salud,Emergente,Segmentacion + CRMint,Advanced Segmentation Cluster with CRMint,Tech Consulting,Predictive Modeling,CSA - Tech,Proyecto,Medio,True,solo:Advanced Segmentation Cluster with CRMint,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,59.0,3455.0,3454.545454545454,3454.545454545454,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
GAES,GAES,Salud,Emergente,Segmentacion avanzada,Advanced Segmentation Cluster,Tech Consulting,Predictive Modeling,CSA - Tech,Proyecto,Medio,True,solo:Advanced Segmentation Cluster,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,60.0,3455.0,3454.545454545454,3454.545454545454,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
GAES,GAES,Salud,Emergente,TIK TOK Server Side,TIK TOK Server Side,Tech Consulting,Server Side Solutions,CSA - Tech,Proyecto,Medio,True,solo:TIK TOK Server Side,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,61.0,4091.0,4090.9090909090905,4090.9090909090905,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
GAES,GAES,Salud,Emergente,Talent2Flow,Talent2Flow,Tech Consulting,AI Content Creation,CSA - Tech,Proyecto,A cotizar,True,solo:Talent2Flow,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,62.0,7136.0,7135.8125,7135.8125,Mediana portafolio,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
GAES,GAES,Salud,Emergente,Topic Mine,Topic Mine,Tech Consulting,AI Content Creation,CSA - Tech,Proyecto,Medio,True,Topic Mine,EXCLUSIVO,Topic Mine y Topic Mind + DCO son el mismo motor con distinto empaque.,1,REPRESENTANTE,Variante elegida del grupo,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,63.0,4636.0,4636.363636363636,4636.363636363636,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Elegir la variante con el cliente antes de cotizar
GAES,GAES,Salud,Emergente,Training GA4,Google Analytics 4 (5x sessions),Tech Consulting,Training - GMP,CSA - Tech,Proyecto,Bajo,True,solo:Google Analytics 4 (5x sessions),ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,64.0,1273.0,1272.7272727272725,1272.7272727272725,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Usar como abrepuertas de bajo ticket
GAES,GAES,Salud,Emergente,Training GCP+BQ,GCP + BQ (5x 1‑hour sessions each),Tech Consulting,Training - Cloud,CSA - Tech,Proyecto,Bajo,True,solo:GCP + BQ (5x 1‑hour sessions each),ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,65.0,1273.0,1272.7272727272725,1272.7272727272725,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Usar como abrepuertas de bajo ticket
GAES,GAES,Salud,Emergente,Training LookerStudio,LookerStudio (5x 1‑hour sessions each),Tech Consulting,Training - GMP,CSA - Tech,Proyecto,Bajo,True,solo:LookerStudio (5x 1‑hour sessions each),ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,66.0,1273.0,1272.7272727272725,1272.7272727272725,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Usar como abrepuertas de bajo ticket
GAES,GAES,Salud,Emergente,Value Centric Measurement,Value Centric Measurement,Tech Consulting,Campaign Automation,CSA - Tech,Proyecto,Bajo,True,solo:Value Centric Measurement,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,67.0,1636.0,1636.3636363636363,1636.3636363636363,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Usar como abrepuertas de bajo ticket
GAES,GAES,Salud,Emergente,Whatsapp Conversions Impo.,Whatsapp Conversions Import,Tech Consulting,Whatsapp - Measurement,CSA - Tech,Proyecto,Bajo,True,solo:Whatsapp Conversions Import,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,68.0,1818.0,1818.181818181818,1818.181818181818,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Usar como abrepuertas de bajo ticket
Gasco,GASCO,Energia & Combustibles,Emergente,C- Nested,C- Nested,Creative Testing,C- Nested,CSA - Science,Proyecto,Alto,True,solo:C- Nested,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,19.0,40727.0,40727.27272727272,40727.27272727272,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,4,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
Gasco,GASCO,Energia & Combustibles,Emergente,C-Perform setup,C- Perform set up + 4 month access,Creative Testing,C- Perform,CSA - Science,Contrato,Alto,True,C- Perform,ESCALABLE,El set up con 4 meses de acceso es la entrada; el acceso mensual es la continuidad.,1,REPRESENTANTE,Variante elegida del grupo,True,,,Variante elegida entre 2 del grupo C- Perform: con una basta.,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,20.0,17818.0,17818.181818181816,17818.181818181816,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,4,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Elegir la variante con el cliente antes de cotizar
Gasco,GASCO,Energia & Combustibles,Emergente,META CAPI GW,META CAPI GATEWAY: Implementation in the Client's Own Environment,Data Integration & Activation,Server Side Solutions,CSA - Tech,Proyecto,Alto,True,META CAPI Gateway,ESCALABLE,"La version con Signals contiene a la version base: si ya esta la base, lo unico vendible es el upgrade.",1,REPRESENTANTE,Variante elegida del grupo,True,,,Variante elegida entre 2 del grupo META CAPI Gateway: con una basta.,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,21.0,6091.0,6090.90909090909,6090.90909090909,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,4,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Elegir la variante con el cliente antes de cotizar
Gasco,GASCO,Energia & Combustibles,Emergente,META Catalogo API,META Catalog Integration via API,Data Integration & Activation,Catalogs Automation,CSA - Tech,Proyecto,Alto,True,META Catalogos,EXCLUSIVO,"Bulk upload, API o plataforma nativa son tres formas de resolver el mismo catalogo. Se elige una.",1,REPRESENTANTE,Variante elegida del grupo,True,,,Variante elegida entre 3 del grupo META Catalogos: con una basta.,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,22.0,8091.0,8090.90909090909,8090.90909090909,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,4,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Elegir la variante con el cliente antes de cotizar
Gasco,GASCO,Energia & Combustibles,Emergente,APIs Private,APIs Private,Data Management & Engineering,Data Integration,CSA - Tech,Proyecto,Medio,True,solo:APIs Private,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,23.0,3455.0,3454.545454545454,3454.545454545454,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,4,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
Gasco,GASCO,Energia & Combustibles,Emergente,APIs Public,APIs Public,Data Management & Engineering,Data Integration,CSA - Tech,Proyecto,Bajo,True,solo:APIs Public,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,24.0,2455.0,2454.5454545454545,2454.5454545454545,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,4,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Usar como abrepuertas de bajo ticket
Gasco,GASCO,Energia & Combustibles,Emergente,CAPI 1PD Delivery,CAPI via CSA Gateway – 1PD Delivery,Data Management & Engineering,Server Side Solutions,CSA - Tech,Proyecto,Bajo,True,solo:CAPI via CSA Gateway – 1PD Delivery,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,25.0,1091.0,1090.9090909090908,1090.9090909090908,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,4,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Usar como abrepuertas de bajo ticket
Gasco,GASCO,Energia & Combustibles,Emergente,CAPI WhatsApp,CAPI for Business Messaging (WhatsApp),Data Management & Engineering,Server Side Solutions,CSA - Tech,Proyecto,Bajo,True,solo:CAPI for Business Messaging (WhatsApp),ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,26.0,3273.0,3272.7272727272725,3272.7272727272725,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,4,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Usar como abrepuertas de bajo ticket
Gasco,GASCO,Energia & Combustibles,Emergente,MC Content API,MC Content API,Data Management & Engineering,Merchant Center,CSA - Tech,Proyecto,Alto,True,solo:MC Content API,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,27.0,14727.0,14727.272727272726,14727.272727272726,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,4,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
Gasco,GASCO,Energia & Combustibles,Emergente,Brand Equity Model,Brand Equity Model,Measurement & Attribution,BEM,CSA - Science,Proyecto,A cotizar,True,solo:Brand Equity Model,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,28.0,7136.0,7135.8125,7135.8125,Mediana portafolio,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,4,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
Gasco,GASCO,Energia & Combustibles,Emergente,RBA,RBA,Measurement & Attribution,RBA,CSA - Science,Proyecto,Alto,True,RBA,ESCALABLE,La corrida y el update son el escalon de entrada; el contrato base modelo + 3 updates los contiene.,1,REPRESENTANTE,Variante elegida del grupo,True,,,Variante elegida entre 3 del grupo RBA: con una basta.,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,29.0,19455.0,19454.545454545452,19454.545454545452,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,4,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Elegir la variante con el cliente antes de cotizar
Gasco,GASCO,Energia & Combustibles,Emergente,TV Impact per run,TV Impact per run,Measurement & Attribution,TV Impact,CSA - Science,Proyecto,Medio,True,TV Impact,ESCALABLE,"Corrida y update puntuales frente al contrato anual, que los contiene.",1,REPRESENTANTE,Variante elegida del grupo,True,,,Variante elegida entre 3 del grupo TV Impact: con una basta.,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,30.0,5455.0,5454.545454545454,5454.545454545454,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,4,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Elegir la variante con el cliente antes de cotizar
Gasco,GASCO,Energia & Combustibles,Emergente,Research Ad Hoc,Research Ad Hoc,Science Consulting,Others Units,CSA - Science,Recurrente,A cotizar,True,solo:Research Ad Hoc,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,31.0,7136.0,7135.8125,7135.8125,Mediana portafolio,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,4,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
